sale_id,customer_id,product_id,quantity,sale_date,payment_method,store_location
348,289,32,1,2023-03-09,Debit Card,Lindseyland
349,71,40,4,2022-02-27,Debit Card,North Amy
350,149,79,4,2024-09-07,Debit Card,Cruzview
351,151,31,1,2022-12-17,Debit Card,North Brandonfort
352,135,3,3,2022-06-24,PayPal,Sellerschester
353,297,58,2,2024-06-01,Debit Card,North Kimberlychester
354,137,68,2,2023-10-31,Credit Card,Joshuahaven
355,152,55,1,2023-11-27,Crypto,Hollowayview
356,186,41,2,2023-06-30,Cash,Matthewchester
357,241,6,2,2024-06-20,Credit Card,Jennifertown
358,198,73,4,2023-07-23,PayPal,North Christophermouth
359,69,18,1,2022-09-02,Debit Card,Stephaniefort
360,284,74,3,2024-05-18,Debit Card,South Stephanie
361,153,52,3,2022-12-21,Credit Card,Port Suzanne
362,140,38,2,2023-01-11,PayPal,Andreaburgh
363,61,40,4,2024-11-08,Credit Card,North Hailey
364,72,9,2,2024-06-24,Credit Card,Lake Jessicaview
365,66,14,3,2023-12-24,Credit Card,Port Matthewtown
366,275,2,2,2023-01-31,Debit Card,Robertshire
367,204,58,4,2022-08-07,Debit Card,Karastad
368,153,45,4,2024-05-07,Debit Card,West Catherine
369,105,19,1,2022-09-23,Credit Card,West Ashley
370,261,3,4,2024-09-08,Credit Card,Port Jennifermouth
371,38,47,2,2024-01-16,PayPal,Willieborough
372,277,27,1,2022-02-21,Debit Card,South Scott
373,38,13,2,2022-06-23,PayPal,Mauricetown
374,285,70,3,2023-04-10,Cash,New Danielleshire
375,245,25,2,2022-03-17,Cash,Theresastad
376,147,43,1,2023-07-01,Credit Card,Mosshaven
377,30,19,3,2024-02-19,Credit Card,Port Stevenberg
378,270,20,2,2023-11-11,PayPal,Changberg
379,248,32,2,2024-11-21,Credit Card,Josephmouth
380,145,56,1,2023-03-01,Debit Card,South Brittany
381,57,3,1,2023-04-30,PayPal,East Paulachester
382,106,20,4,2024-03-16,Cash,New Jeffrey
383,246,64,4,2023-02-15,PayPal,Port Reginaside
384,82,77,1,2023-08-09,Debit Card,West Nancy
385,281,11,2,2022-11-05,Crypto,Fisherland
386,32,35,3,2023-01-01,Credit Card,North Anthony
387,152,8,1,2023-06-25,Credit Card,Port Yolandachester
388,221,23,2,2023-01-27,Debit Card,South Manuel
389,298,14,1,2023-10-09,Credit Card,Chenmouth
390,40,19,1,2022-01-03,Debit Card,Jonathanmouth
391,12,69,4,2022-04-13,Credit Card,Jonathanshire
392,289,4,4,2022-07-27,Debit Card,Moraleschester
393,205,66,2,2022-04-08,Debit Card,Jeffreymouth
394,108,54,4,2024-03-08,Credit Card,Kyleland
395,210,48,3,2022-04-06,Debit Card,Lesliehaven
396,159,4,3,2022-06-25,Cash,Lake Michellefurt
397,40,18,1,2022-03-01,Crypto,Lake Gina
398,227,48,2,2024-11-22,Debit Card,Elizabethborough
399,123,63,3,2024-12-10,Debit Card,Cheyennefort
400,57,18,1,2024-12-03,Debit Card,North Yvonne
401,130,52,4,2024-03-02,Credit Card,Kirbyburgh
402,130,14,3,2022-10-01,Debit Card,Brandonfort
403,142,58,1,2024-11-25,Credit Card,Hodgestad
404,78,21,4,2023-01-20,Debit Card,Latoyastad
405,31,72,2,2022-04-22,Cash,Johnsonmouth
406,46,76,4,2022-09-21,Credit Card,East Christinaland
407,234,11,2,2024-10-08,Cash,South Samuel
408,163,11,2,2024-02-04,Credit Card,Port Ana
409,257,53,1,2022-08-11,PayPal,Tapiaborough
410,71,48,2,2022-10-15,Cash,Hectorchester
411,185,58,1,2024-07-23,Cash,West Christopher
412,57,73,1,2024-12-17,Cash,Phillipbury
413,203,79,2,2022-04-02,Debit Card,Ronaldtown
414,169,70,2,2023-12-19,PayPal,Emilyville
415,95,14,1,2023-02-11,Credit Card,West Tylertown
416,19,24,2,2023-05-11,Debit Card,Lake Mindy
417,265,33,3,2024-11-07,Debit Card,South Andrew
418,105,8,1,2024-06-13,Debit Card,Lake Matthew
419,147,61,4,2023-06-12,Cash,New Jenniferborough
420,124,12,4,2022-02-14,Credit Card,South David
421,231,16,1,2023-01-25,Credit Card,Samanthaland
422,145,44,2,2024-04-18,Debit Card,Michaelland
423,91,21,4,2024-01-05,Debit Card,Markbury
424,219,52,3,2022-03-22,Credit Card,South Annamouth
425,246,35,3,2023-09-03,Credit Card,Georgeside
426,101,25,2,2024-06-16,PayPal,East Tammyhaven
427,120,67,4,2022-07-30,Credit Card,Chandlerbury
428,129,61,4,2023-02-13,Credit Card,Port Timothy
429,201,15,2,2022-05-02,Crypto,New Mario
430,101,4,4,2024-06-18,Cash,Torreston
431,117,43,1,2022-11-24,Credit Card,Joeton
432,110,78,3,2023-11-24,PayPal,Port Amber
433,75,11,4,2022-03-28,Crypto,Poolefort
434,245,48,1,2024-07-20,PayPal,Port Davidborough
435,18,32,2,2022-10-03,Debit Card,North Brian
436,84,60,3,2022-11-08,Credit Card,Lake Abigailview
437,234,60,1,2024-02-19,Credit Card,North Troybury
438,280,49,4,2024-01-26,Crypto,Michaelamouth
439,137,76,4,2024-02-12,Cash,Kingside
440,8,68,4,2023-02-18,Debit Card,South Denise
441,77,68,1,2022-11-04,Debit Card,Port Laurenfurt
442,20,10,3,2023-09-15,Cash,Markbury
443,84,64,2,2023-02-26,Debit Card,Millerberg
444,222,24,4,2023-08-06,Crypto,Lake Maryhaven
445,282,78,2,2023-07-31,Credit Card,Vanessaville
446,138,15,4,2024-06-03,Cash,Heatherside
447,281,24,2,2024-04-14,Credit Card,Jenkinsborough
448,38,77,2,2022-12-01,Credit Card,Lake Michael
449,46,3,1,2022-11-29,Debit Card,West Ericfort
450,221,54,3,2022-03-14,Debit Card,Lauraton
451,262,15,1,2024-07-29,Credit Card,Port Marcusburgh
452,37,8,3,2022-10-13,Debit Card,Kathleenport
453,215,52,2,2022-12-02,Credit Card,Melanieton
454,214,45,2,2023-11-01,Debit Card,New Johnshire
455,237,76,2,2024-07-22,Credit Card,Alexastad
456,188,13,2,2023-05-29,Debit Card,Mercerside
457,158,18,2,2023-10-12,Debit Card,Reneeport
458,225,1,4,2024-12-30,Credit Card,Daniellemouth
459,283,67,1,2024-07-07,Credit Card,South Kayla
460,131,58,1,2022-08-10,Credit Card,Hancockbury
461,282,69,4,2022-08-15,Credit Card,Walterland
462,176,47,4,2024-02-23,Credit Card,West Ralph
463,236,5,4,2023-05-17,Debit Card,Castanedachester
464,207,31,4,2023-03-12,Debit Card,New Sandra
465,273,53,1,2022-03-16,Debit Card,Lake Caroline
466,156,72,3,2022-04-08,PayPal,Lake David
467,267,63,1,2022-10-13,Debit Card,Lake Maryville
468,7,14,4,2022-06-10,Credit Card,Macdonaldfort
469,128,4,2,2024-02-07,PayPal,West Donna
470,90,61,2,2022-02-17,Credit Card,South Stevenbury
471,150,69,2,2023-07-11,Cash,East Rhondaside
472,59,24,2,2022-03-22,Credit Card,Westtown
473,116,42,3,2024-11-28,Credit Card,Duaneshire
474,254,56,3,2024-05-05,PayPal,Lake Kimberlyview
475,189,20,4,2022-02-05,Credit Card,Alexland
476,43,18,3,2024-09-12,Debit Card,South Andrea
477,14,72,2,2024-10-13,Credit Card,Rossmouth
478,163,70,1,2023-07-01,Credit Card,Morganfurt
479,192,13,2,2024-07-02,Debit Card,Lake Justin
480,288,44,2,2022-02-23,Debit Card,Danielborough
481,145,27,4,2022-05-20,Credit Card,Lake Krystalchester
482,111,61,4,2022-08-25,Debit Card,West Leonardberg
483,3,14,3,2024-03-24,Crypto,Georgeside
484,118,4,3,2022-10-28,Cash,Littleport
485,68,77,2,2022-06-05,PayPal,East Richardland
486,80,40,4,2024-06-24,Cash,West Jacqueline
487,201,61,2,2024-05-14,Credit Card,East Kevin
488,8,70,2,2024-07-22,Credit Card,Christinafort
489,88,19,2,2023-07-24,Debit Card,Luistown
490,166,76,4,2024-03-16,Debit Card,New Amyport
491,111,8,4,2024-10-17,Debit Card,Lisashire
492,81,64,2,2023-01-23,Credit Card,North Maryport
493,100,48,3,2022-04-22,Debit Card,Gatesberg
494,146,59,3,2024-11-24,Debit Card,Erinborough
495,51,76,3,2023-06-27,Credit Card,East Michelle
496,184,51,2,2022-12-12,PayPal,New Jamesstad
497,257,20,1,2022-12-15,Crypto,Halltown
498,256,4,1,2023-06-17,Credit Card,Martinshire
499,82,38,2,2024-08-01,Credit Card,Davidland
500,274,72,3,2024-01-11,PayPal,Juliabury
501,56,40,2,2023-01-09,Credit Card,Port Priscillastad
502,247,38,2,2022-01-14,Debit Card,East Chelsea
503,255,78,4,2023-12-31,PayPal,Scottmouth
504,275,33,1,2022-08-16,Credit Card,Melaniebury
505,218,73,3,2024-11-25,Cash,East Cathy
506,28,63,4,2022-07-14,Debit Card,West Anthonymouth
507,222,59,3,2022-04-24,Cash,Richardfort
